question,answer,first_instruction,history,current_view_coord,previous_views_coord,map_name,gps_botm_left,gps_top_right,lng_ratio,lat_ratio
 I see two factories. Can I see the destination? What is destination's color and shape?.  ," Yes, you can see the destination. It is square, blue, and orange.  "," Hi Drone go east until you reach the road, pass the road and arrived at the destination that appears to be a factory.  ","[' [INS] Hi Drone go east until you reach the road, pass the road and arrived at the destination that appears to be a factory.  ']","[[38.45017175514112, 27.172446304360903], [38.4485904529193, 27.172446316434687], [38.44859045010208, 27.170865028097715], [38.450171743872254, 27.170865012804256]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see a lot of vehicles around. Can I see the destination? Which direction should I go?.  ," Move towards 9 o'clock direction, the road is your destination.  ", Could you please go to south side walk to the road. And turn on the left side walk the road. And you opposite side see to the destination building. The destination building was vehicle park. The you have quickly reach to the destination building.  ,[' [INS] Could you please go to south side walk to the road. And turn on the left side walk the road. And you opposite side see to the destination building. The destination building was vehicle park. The you have quickly reach to the destination building..  '],"[[38.44786283525231, 27.17411241796678], [38.4477475157139, 27.17246327656756], [38.449396658320495, 27.17234795662669], [38.44951197765767, 27.17399709802591]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see the bulidng. Can I see the destination? What is destination's color and shape? Which direction should I go?.  ," You can see the destination. The destination is a square, gray parking lot. Go backward to reach the destination.  ", Could you please go to south side walk to the road. And turn on the left side walk the road. And you opposite side see to the destination building. The destination building was vehicle park. The you have quickly reach to the destination building.  ,"[' [INS] Could you please go to south side walk to the road. And turn on the left side walk the road. And you opposite side see to the destination building. The destination building was vehicle park. The you have quickly reach to the destination building..  ', ""[QUE] I see a lot of vehicles around. Can I see the destination? Which direction should I go?.  [INS] Move towards 9 o'clock direction, the road is your destination..  ""]","[[38.44961094358611, 27.175412514245142], [38.447961802991806, 27.175527832576172], [38.447846485868155, 27.173878689567115], [38.44949562706614, 27.173763372845926]]","[[[38.44786283525231, 27.17411241796678], [38.4477475157139, 27.17246327656756], [38.449396658320495, 27.17234795662669], [38.44951197765767, 27.17399709802591]]]",2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see multiple storaging units. Is the destination in my view? Where should I go now?.  , You are above the destination.  ," Hi Drone, head in the 10 o'clock direction and continue flying over a road. Once you cross over the road keep on going in thta direction and your destination will be the storage unit with a grey roof with a white car parked in front.  ","["" [INS] Hi Drone, head in the 10 o'clock direction and continue flying over a road. Once you cross over the road keep on going in thta direction and your destination will be the storage unit with a grey roof with a white car parked in front..  ""]","[[38.45236030993015, 27.174687291879422], [38.45160378134813, 27.177161798030852], [38.44912926614137, 27.176405269951914], [38.44988579301293, 27.173930762995568]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I followed the road. Is the destination in my view? In what direction is our destination?.  , Move towards 1'o clock direction and pass the road. Your destination is a gray color building third from the right.  , The destination is the last long building to the west on a row of long buildings next to two short buildings at your seven o'clock.  ,"["" [INS] The destination is the last long building to the west on a row of long buildings next to two short buildings at your seven o'clock..  ""]","[[38.4481346631673, 27.1740450347024], [38.45050335567254, 27.17392088882465], [38.45062749028142, 27.176289589982762], [38.44825879334913, 27.176413735860514]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see the third gray building from the right. Can I see the destination? What is destination's color and shape? Where should I go now? .  , You are over the first long building from the west. You're destination is the first long building from the west in the row south of you.  , The destination is the last long building to the west on a row of long buildings next to two short buildings at your seven o'clock.  ,"["" [INS] The destination is the last long building to the west on a row of long buildings next to two short buildings at your seven o'clock..  "", ""[QUE] I followed the road. Is the destination in my view? In what direction is our destination?.  [INS] Move towards 1'o clock direction and pass the road. Your destination is a gray color building third from the right..  ""]","[[38.450171708668414, 27.17230138840658], [38.45158064623891, 27.173019273531487], [38.450862751253744, 27.17442821381858], [38.44945381066481, 27.17371032829121]]","[[[38.4481346631673, 27.1740450347024], [38.45050335567254, 27.17392088882465], [38.45062749028142, 27.176289589982762], [38.44825879334913, 27.176413735860514]]]",2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see the freeway. Am I near the destination? How to go to destinaton?.  , Yes. Go to the forward direction then cross the high way road and reached goal of the white color roof building.  ," Hi drone, head south west and pass the intersections of freeways and your destination is toward the end by the side of the freeway.  ","[' [INS] Hi drone, head south west and pass the intersections of freeways and your destination is toward the end by the side of the freeway..  ']","[[38.44483611437408, 27.1717237555689], [38.44622490069667, 27.1704732929674], [38.447475367725225, 27.171862073655564], [38.446086587439524, 27.173112550343145]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see the intersection. Can I see the destination? What is the destination look like? .  , It is in view. It is a white truck at the end of the junction in front of another truck.  , Continue forward; your destination is just before at the end of the T junction.  ,[' [INS] Continue forward; your destination is just before at the end of the T junction..  '],"[[38.45158229205249, 27.172342929016686], [38.45133976391952, 27.173393443298096], [38.450289251348565, 27.17315091154299], [38.450531779280304, 27.17210039726158]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see multiple buildings. Am I near the destination? How to go to destinaton?.  , Move towards the 3'clock direction and grey color some block is your destination.  ," Hi drone, head forward and turn north west and your destination is the third square section.  ","[' [INS] Hi drone, head forward and turn north west and your destination is the third square section..  ']","[[38.45063119262341, 27.17211682956354], [38.452346906559356, 27.173956686056943], [38.45050704533705, 27.17567240633163], [38.44879132908696, 27.173832549033303]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I don't see the square section with grey color. Can I see the destination? I cannot follow the instruction any more. Please further explain it. .  , Yes you can see the destination. You are practically at the destination.  ," Hi drone, head forward and turn north west and your destination is the third square section.  ","[' [INS] Hi drone, head forward and turn north west and your destination is the third square section..  ', ""[QUE] I see multiple buildings. Am I near the destination? How to go to destinaton?.  [INS] Move towards the 3'clock direction and grey color some block is your destination..  ""]","[[38.45227228537358, 27.17414017517745], [38.45069527075406, 27.175610786346375], [38.44922465244148, 27.174033765689963], [38.45080166816776, 27.172563152508744]]","[[[38.45063119262341, 27.17211682956354], [38.452346906559356, 27.173956686056943], [38.45050704533705, 27.17567240633163], [38.44879132908696, 27.173832549033303]]]",2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
 I see two rows of warehouse like buildings. Can I see the destination? How to go to destinaton?.  ," No, you can't see the destination. You should turn to 1 o'clock and move forward to reach your destination.  ", Destination is in the center of the two rows of warehouse supply buildings at your eight o'clock.  ,"["" [INS] Destination is in the center of the two rows of warehouse supply buildings at your eight o'clock..  ""]","[[38.44944699256382, 27.174403324709644], [38.44988829544497, 27.17584678032611], [38.44844483862113, 27.17628809407367], [38.44800353573998, 27.174844638457202]]",[],2599,"[38.44334595394955, 27.166903431884474]","[38.45237959213463, 27.1783858631871]",3.296707235895909e-06,3.296948242729553e-06
